"","c.0.809160305343511..0.809160305343511..0.801526717557252..0.801526717557252..","c.0.9375..0.9375..0.875..0.875..0.6875..0.6875..0.6875..0.6875..","c.0.824561403508772..0.815789473684211..0.807017543859649..0.789473684210526..","c.0.9..0.9..0.9..0.9..0.9..0.85..0.8..0.65..0.65..0.6..0.6..0.6.."
"104",0.083969465648855,0,0.0789473684210526,0
"105",0.0763358778625954,0,0.0701754385964912,0
"106",0.0763358778625954,0,0.0614035087719298,0
"107",0.0610687022900763,0,0.043859649122807,0
"108",0.0381679389312977,0,0.043859649122807,0
"109",0.0305343511450382,0,0.0263157894736842,0
"110",0.0152671755725191,0,0.0087719298245614,0
"111",0.0152671755725191,0,0.0087719298245614,0
"112",0.0152671755725191,0,0.0087719298245614,0
"113",0.0152671755725191,0,0,0
"114",0.0152671755725191,0,0,0
"115",0.0152671755725191,0,0,0
"116",0.0152671755725191,0,0,0
"117",0.0152671755725191,0,0,0
"118",0.0152671755725191,0,0,0
"119",0.0152671755725191,0,0,0
"120",0.0152671755725191,0,0,0
"121",0.0152671755725191,0,0,0
"122",0.0152671755725191,0,0,0
"123",0.0152671755725191,0,0,0
"124",0.0152671755725191,0,0,0
"125",0.0152671755725191,0,0,0
"126",0.00763358778625954,0,0,0
"127",0.00763358778625954,0,0,0
"128",0.00763358778625954,0,0,0
"129",0.00763358778625954,0,0,0
"130",0.00763358778625954,0,0,0
"131",0.00763358778625954,0,0,0
"132",0.00763358778625954,0,0,0
"133",0,0,0,0
"134",0,0,0,0
"135",0,0,0,0
"136",0,0,0,0
"137",0,0,0,0
"138",0,0,0,0
"139",0,0,0,0
"140",0,0,0,0
"141",0,0,0,0
"142",0,0,0,0
"143",0,0,0,0
"144",0,0,0,0
"145",0,0,0,0
"146",0,0,0,0
"147",0,0,0,0
"148",0,0,0,0
"149",0,0,0,0
"150",0,0,0,0
"151",0,0,0,0
"152",0,0,0,0
"153",0,0,0,0
"154",0,0,0,0
"155",0,0,0,0
"156",0,0,0,0
"157",0,0,0,0
"158",0,0,0,0
"159",0,0,0,0
"160",0,0,0,0
"161",0,0,0,0
"162",0,0,0,0
"163",0,0,0,0
"164",0,0,0,0
"165",0,0,0,0
"166",0,0,0,0
"167",0,0,0,0
"168",0,0,0,0
"169",0,0,0,0
"170",0,0,0,0
"171",0,0,0,0
"172",0,0,0,0
"173",0,0,0,0
"174",0,0,0,0
"175",0,0,0,0
"176",0,0,0,0
"177",0,0,0,0
"178",0,0,0,0
"179",0,0,0,0
"180",0,0,0,0
"181",0,0,0,0
"182",0,0,0,0
"183",0,0,0,0
"184",0,0,0,0
"185",0,0,0,0
"186",0,0,0,0
"187",0,0,0,0
"188",0,0,0,0
"189",0,0,0,0
"190",0,0,0,0
"191",0,0,0,0
"192",0,0,0,0
"193",0,0,0,0
"194",0,0,0,0
"195",0,0,0,0
"196",0,0,0,0
"197",0,0,0,0
"198",0,0,0,0
"199",0,0,0,0
"200",0,0,0,0
